"Date","Product","Category","Quantity","Price"
2021-08-07,"Camera","Gadgets",6,575
2021-08-08,"Camera","Gadgets",7,829
2021-08-09,"Camera","Gadgets",4,388
2021-08-10,"Camera","Gadgets",3,598
2021-08-11,"Camera","Gadgets",5,897
2021-08-12,"Camera","Gadgets",1,269
2021-08-13,"Camera","Gadgets",7,559
2021-08-14,"Camera","Gadgets",2,364
2021-08-15,"Camera","Gadgets",9,465
2021-08-16,"Camera","Gadgets",6,668
2021-08-17,"Camera","Gadgets",8,140
2021-08-18,"Camera","Gadgets",7,877
2021-08-19,"Camera","Gadgets",4,523
2021-08-20,"Camera","Gadgets",2,507
2021-08-21,"Camera","Gadgets",3,825
2021-08-22,"Camera","Gadgets",7,477
2021-08-23,"Camera","Gadgets",3,677
2021-08-24,"Camera","Gadgets",5,105
2021-08-25,"Camera","Gadgets",7,94
2021-08-26,"Camera","Gadgets",1,406
2021-08-27,"Camera","Gadgets",4,522
2021-08-28,"Camera","Gadgets",10,121
2021-08-29,"Camera","Gadgets",8,658
2021-08-30,"Camera","Gadgets",8,405
2021-08-31,"Camera","Gadgets",5,275
2021-09-01,"Camera","Gadgets",10,200
2021-09-02,"Camera","Gadgets",2,95
2021-09-03,"Camera","Gadgets",10,217
2021-09-04,"Camera","Gadgets",3,225
2021-09-05,"Camera","Gadgets",10,292
2021-09-06,"Camera","Gadgets",1,609
2021-09-07,"Camera","Gadgets",2,77
2021-09-08,"Camera","Gadgets",7,664
2021-09-09,"Camera","Gadgets",6,963
2021-09-10,"Camera","Gadgets",9,444
2021-09-11,"Camera","Gadgets",1,876
2021-09-12,"Camera","Gadgets",9,96
2021-09-13,"Camera","Gadgets",4,741
2021-09-14,"Camera","Gadgets",9,104
2021-09-15,"Camera","Gadgets",9,495
2021-09-16,"Camera","Gadgets",9,284
2021-09-17,"Camera","Gadgets",6,710
2021-09-18,"Camera","Gadgets",7,173
2021-09-19,"Camera","Gadgets",10,246
2021-09-20,"Camera","Gadgets",7,686
2021-09-21,"Camera","Gadgets",7,373
2021-09-22,"Camera","Gadgets",10,94
2021-09-23,"Camera","Gadgets",5,164
2021-09-24,"Camera","Gadgets",5,858
2021-09-25,"Camera","Gadgets",5,744
2021-09-26,"Camera","Gadgets",10,438
2021-09-27,"Camera","Gadgets",8,293
2021-09-28,"Camera","Gadgets",5,613
2021-09-29,"Camera","Gadgets",6,233
2021-09-30,"Camera","Gadgets",1,812
2021-10-01,"Camera","Gadgets",2,919
2021-10-02,"Camera","Gadgets",6,953
2021-10-03,"Camera","Gadgets",10,134
2021-10-04,"Camera","Gadgets",7,656
2021-10-05,"Camera","Gadgets",8,610
2021-10-06,"Camera","Gadgets",8,720
2021-10-07,"Camera","Gadgets",10,519
2021-10-08,"Camera","Gadgets",1,508
2021-10-09,"Camera","Gadgets",2,989
2021-10-10,"Camera","Gadgets",3,71
2021-10-11,"Camera","Gadgets",8,953
2021-10-12,"Camera","Gadgets",8,603
2021-10-13,"Camera","Gadgets",6,559
2021-10-14,"Camera","Gadgets",8,872
2021-10-15,"Camera","Gadgets",7,698
2021-10-16,"Camera","Gadgets",9,599
2021-10-17,"Camera","Gadgets",5,92
2021-10-18,"Camera","Gadgets",6,891
2021-10-19,"Camera","Gadgets",7,914
2021-10-20,"Camera","Gadgets",6,72
2021-10-21,"Camera","Gadgets",6,605
2021-10-22,"Camera","Gadgets",7,225
2021-10-23,"Camera","Gadgets",3,250
2021-10-24,"Camera","Gadgets",7,656
2021-10-25,"Camera","Gadgets",8,110
2021-10-26,"Camera","Gadgets",5,166
2021-10-27,"Camera","Gadgets",7,513
2021-10-28,"Camera","Gadgets",3,341
2021-10-29,"Camera","Gadgets",8,353
2021-10-30,"Camera","Gadgets",6,340
2021-10-31,"Camera","Gadgets",5,969
2021-11-01,"Camera","Gadgets",9,965
2021-11-02,"Camera","Gadgets",7,273
2021-11-03,"Camera","Gadgets",5,343
2021-11-04,"Camera","Gadgets",3,221
2021-11-05,"Camera","Gadgets",4,222
2021-11-06,"Camera","Gadgets",4,277
2021-11-07,"Camera","Gadgets",10,192
2021-11-08,"Camera","Gadgets",6,237
2021-11-09,"Camera","Gadgets",5,947
2021-11-10,"Camera","Gadgets",1,349
2021-11-11,"Camera","Gadgets",9,104
2021-11-12,"Camera","Gadgets",4,183
2021-11-13,"Camera","Gadgets",9,693
2021-11-14,"Camera","Gadgets",4,557
2021-11-15,"Camera","Gadgets",8,603
2021-11-16,"Camera","Gadgets",6,675
2021-11-17,"Camera","Gadgets",3,944
2021-11-18,"Camera","Gadgets",5,459
2021-11-19,"Camera","Gadgets",3,589
2021-11-20,"Camera","Gadgets",10,987
2021-11-21,"Camera","Gadgets",7,71
2021-11-22,"Camera","Gadgets",3,993
2021-11-23,"Camera","Gadgets",6,750
2021-11-24,"Camera","Gadgets",2,118
2021-11-25,"Camera","Gadgets",10,143
2021-11-26,"Camera","Gadgets",2,624
2021-11-27,"Camera","Gadgets",9,858
2021-11-28,"Camera","Gadgets",8,722
2021-11-29,"Camera","Gadgets",5,136
2021-11-30,"Camera","Gadgets",9,706
2021-12-01,"Camera","Gadgets",9,646
2021-12-02,"Camera","Gadgets",2,426
2021-12-03,"Camera","Gadgets",1,69
2021-12-04,"Camera","Gadgets",2,653
2021-12-05,"Camera","Gadgets",3,592
2021-12-06,"Camera","Gadgets",4,788
2021-12-07,"Camera","Gadgets",2,966
2021-12-08,"Camera","Gadgets",7,657
2021-12-09,"Camera","Gadgets",4,636
2021-12-10,"Camera","Gadgets",1,671
2021-12-11,"Camera","Gadgets",10,148
2021-12-12,"Camera","Gadgets",10,249
2021-12-13,"Camera","Gadgets",7,895
2021-12-14,"Camera","Gadgets",7,88
2021-12-15,"Camera","Gadgets",9,402
2021-12-16,"Camera","Gadgets",1,146
2021-12-17,"Camera","Gadgets",9,255
2021-12-18,"Camera","Gadgets",9,775
2021-12-19,"Camera","Gadgets",3,356
2021-12-20,"Camera","Gadgets",8,210
2021-12-21,"Camera","Gadgets",10,168
2021-12-22,"Camera","Gadgets",2,794
2021-12-23,"Camera","Gadgets",3,864
2021-12-24,"Camera","Gadgets",6,728
2021-12-25,"Camera","Gadgets",2,887
2021-12-26,"Camera","Gadgets",7,379
2021-12-27,"Camera","Gadgets",1,482
2021-12-28,"Camera","Gadgets",6,964
2021-12-29,"Camera","Gadgets",3,324
2021-12-30,"Camera","Gadgets",1,106
2021-12-31,"Camera","Gadgets",6,334
2021-01-01,"Headphones","Gadgets",9,584
2021-01-02,"Headphones","Gadgets",4,389
2021-01-03,"Headphones","Gadgets",10,958
2021-01-04,"Headphones","Gadgets",10,960
2021-01-05,"Headphones","Gadgets",7,889
2021-01-06,"Headphones","Gadgets",6,637
2021-01-07,"Headphones","Gadgets",2,96
2021-01-08,"Headphones","Gadgets",5,409
2021-01-09,"Headphones","Gadgets",5,802
2021-01-10,"Headphones","Gadgets",8,563
2021-01-11,"Headphones","Gadgets",3,922
2021-01-12,"Headphones","Gadgets",10,657
2021-01-13,"Headphones","Gadgets",6,199
2021-01-14,"Headphones","Gadgets",2,784
2021-01-15,"Headphones","Gadgets",4,301
2021-01-16,"Headphones","Gadgets",3,847
2021-01-17,"Headphones","Gadgets",4,727
2021-01-18,"Headphones","Gadgets",9,610
2021-01-19,"Headphones","Gadgets",9,307
2021-01-20,"Headphones","Gadgets",4,488
2021-01-21,"Headphones","Gadgets",8,53
2021-01-22,"Headphones","Gadgets",5,145
2021-01-23,"Headphones","Gadgets",9,257
2021-01-24,"Headphones","Gadgets",2,574
2021-01-25,"Headphones","Gadgets",1,675
2021-01-26,"Headphones","Gadgets",5,564
2021-01-27,"Headphones","Gadgets",1,549
2021-01-28,"Headphones","Gadgets",10,494
2021-01-29,"Headphones","Gadgets",10,355
2021-01-30,"Headphones","Gadgets",6,978
2021-01-31,"Headphones","Gadgets",10,560
2021-02-01,"Headphones","Gadgets",10,516
2021-02-02,"Headphones","Gadgets",2,214
2021-02-03,"Headphones","Gadgets",6,822
2021-02-04,"Headphones","Gadgets",9,307
2021-02-05,"Headphones","Gadgets",2,199
2021-02-06,"Headphones","Gadgets",6,410
2021-02-07,"Headphones","Gadgets",8,914
2021-02-08,"Headphones","Gadgets",7,889
2021-02-09,"Headphones","Gadgets",7,952
2021-02-10,"Headphones","Gadgets",8,251
2021-02-11,"Headphones","Gadgets",3,146
2021-02-12,"Headphones","Gadgets",6,68
2021-02-13,"Headphones","Gadgets",9,698
2021-02-14,"Headphones","Gadgets",8,154
2021-02-15,"Headphones","Gadgets",7,947
2021-02-16,"Headphones","Gadgets",9,265
2021-02-17,"Headphones","Gadgets",8,109
2021-02-18,"Headphones","Gadgets",2,427
2021-02-19,"Headphones","Gadgets",7,830
2021-02-20,"Headphones","Gadgets",10,794
2021-02-21,"Headphones","Gadgets",2,980
2021-02-22,"Headphones","Gadgets",10,303
2021-02-23,"Headphones","Gadgets",1,184
2021-02-24,"Headphones","Gadgets",8,763
2021-02-25,"Headphones","Gadgets",1,708
2021-02-26,"Headphones","Gadgets",2,788
2021-02-27,"Headphones","Gadgets",5,487
2021-02-28,"Headphones","Gadgets",3,792
2021-03-01,"Headphones","Gadgets",9,137
2021-03-02,"Headphones","Gadgets",3,866
2021-03-03,"Headphones","Gadgets",4,786
2021-03-04,"Headphones","Gadgets",5,543
2021-03-05,"Headphones","Gadgets",8,983
2021-03-06,"Headphones","Gadgets",9,159
2021-03-07,"Headphones","Gadgets",3,548
2021-03-08,"Headphones","Gadgets",3,188
2021-03-09,"Headphones","Gadgets",9,104
2021-03-10,"Headphones","Gadgets",1,65
2021-03-11,"Headphones","Gadgets",8,155
2021-03-12,"Headphones","Gadgets",5,780
2021-03-13,"Headphones","Gadgets",10,665
2021-03-14,"Headphones","Gadgets",4,192
2021-03-15,"Headphones","Gadgets",9,709
2021-03-16,"Headphones","Gadgets",5,762
2021-03-17,"Headphones","Gadgets",10,209
2021-03-18,"Headphones","Gadgets",10,220
2021-03-19,"Headphones","Gadgets",4,75
2021-03-20,"Headphones","Gadgets",10,419
2021-03-21,"Headphones","Gadgets",9,818
2021-03-22,"Headphones","Gadgets",4,112
2021-03-23,"Headphones","Gadgets",6,684
2021-03-24,"Headphones","Gadgets",9,396
2021-03-25,"Headphones","Gadgets",3,658
2021-03-26,"Headphones","Gadgets",9,364
2021-03-27,"Headphones","Gadgets",9,223
2021-03-28,"Headphones","Gadgets",3,868
2021-03-29,"Headphones","Gadgets",7,484
2021-03-30,"Headphones","Gadgets",7,669
2021-03-31,"Headphones","Gadgets",7,127
2021-04-01,"Headphones","Gadgets",5,607
2021-04-02,"Headphones","Gadgets",9,594
2021-04-03,"Headphones","Gadgets",9,223
2021-04-04,"Headphones","Gadgets",5,386
2021-04-05,"Headphones","Gadgets",8,806
2021-04-06,"Headphones","Gadgets",6,619
2021-04-07,"Headphones","Gadgets",8,154
2021-04-08,"Headphones","Gadgets",1,745
2021-04-09,"Headphones","Gadgets",7,175
2021-04-10,"Headphones","Gadgets",4,544
2021-04-11,"Headphones","Gadgets",5,432
2021-04-12,"Headphones","Gadgets",4,814
2021-04-13,"Headphones","Gadgets",4,1000
2021-04-14,"Headphones","Gadgets",5,686
2021-04-15,"Headphones","Gadgets",3,247
2021-04-16,"Headphones","Gadgets",1,185
2021-04-17,"Headphones","Gadgets",4,859
2021-04-18,"Headphones","Gadgets",9,852
2021-04-19,"Headphones","Gadgets",4,996
2021-04-20,"Headphones","Gadgets",1,647
2021-04-21,"Headphones","Gadgets",9,453
2021-04-22,"Headphones","Gadgets",5,861
2021-04-23,"Headphones","Gadgets",6,882
2021-04-24,"Headphones","Gadgets",8,329
2021-04-25,"Headphones","Gadgets",1,958
2021-04-26,"Headphones","Gadgets",2,857
2021-04-27,"Headphones","Gadgets",7,53
2021-04-28,"Headphones","Gadgets",3,739
2021-04-29,"Headphones","Gadgets",3,448
2021-04-30,"Headphones","Gadgets",5,986
2021-05-01,"Headphones","Gadgets",10,598
2021-05-02,"Headphones","Gadgets",1,349
2021-05-03,"Headphones","Gadgets",4,457
2021-05-04,"Headphones","Gadgets",10,695
2021-05-05,"Headphones","Gadgets",5,72
2021-05-06,"Headphones","Gadgets",3,83
2021-05-07,"Headphones","Gadgets",6,303
2021-05-08,"Headphones","Gadgets",5,410
2021-05-09,"Headphones","Gadgets",1,179
2021-05-10,"Headphones","Gadgets",8,917
2021-05-11,"Headphones","Gadgets",8,232
2021-05-12,"Headphones","Gadgets",10,967
2021-05-13,"Headphones","Gadgets",7,530
2021-05-14,"Headphones","Gadgets",5,124
2021-05-15,"Headphones","Gadgets",10,328
2021-05-16,"Headphones","Gadgets",5,459
2021-05-17,"Headphones","Gadgets",1,939
2021-05-18,"Headphones","Gadgets",1,275
2021-05-19,"Headphones","Gadgets",10,750
2021-05-20,"Headphones","Gadgets",10,357
2021-05-21,"Headphones","Gadgets",2,869
2021-05-22,"Headphones","Gadgets",8,165
2021-05-23,"Headphones","Gadgets",3,533
2021-05-24,"Headphones","Gadgets",10,78
2021-05-25,"Headphones","Gadgets",1,352
2021-05-26,"Headphones","Gadgets",1,50
2021-05-27,"Headphones","Gadgets",7,58
2021-05-28,"Headphones","Gadgets",1,369
2021-05-29,"Headphones","Gadgets",10,178
2021-05-30,"Headphones","Gadgets",9,743
2021-05-31,"Headphones","Gadgets",8,319
2021-06-01,"Headphones","Gadgets",1,353
2021-06-02,"Headphones","Gadgets",3,252
2021-06-03,"Headphones","Gadgets",4,596
2021-06-04,"Headphones","Gadgets",1,876
2021-06-05,"Headphones","Gadgets",9,814
2021-06-06,"Headphones","Gadgets",1,748
2021-06-07,"Headphones","Gadgets",2,537
2021-06-08,"Headphones","Gadgets",7,941
2021-06-09,"Headphones","Gadgets",8,564
2021-06-10,"Headphones","Gadgets",4,315
2021-06-11,"Headphones","Gadgets",6,119
2021-06-12,"Headphones","Gadgets",10,588
2021-06-13,"Headphones","Gadgets",1,783
2021-06-14,"Headphones","Gadgets",2,809
2021-06-15,"Headphones","Gadgets",6,265
2021-06-16,"Headphones","Gadgets",2,883
2021-06-17,"Headphones","Gadgets",10,833
2021-06-18,"Headphones","Gadgets",6,587
2021-06-19,"Headphones","Gadgets",1,726
2021-06-20,"Headphones","Gadgets",6,710
2021-06-21,"Headphones","Gadgets",3,467
2021-06-22,"Headphones","Gadgets",5,52
2021-06-23,"Headphones","Gadgets",5,69
2021-06-24,"Headphones","Gadgets",1,82
2021-06-25,"Headphones","Gadgets",10,114
2021-06-26,"Headphones","Gadgets",4,486
2021-06-27,"Headphones","Gadgets",9,990
2021-06-28,"Headphones","Gadgets",6,535
2021-06-29,"Headphones","Gadgets",6,142
2021-06-30,"Headphones","Gadgets",5,129
2021-07-01,"Headphones","Gadgets",2,763
2021-07-02,"Headphones","Gadgets",10,92
2021-07-03,"Headphones","Gadgets",4,796
2021-07-04,"Headphones","Gadgets",7,635
2021-07-05,"Headphones","Gadgets",1,890
2021-07-06,"Headphones","Gadgets",10,353
2021-07-07,"Headphones","Gadgets",2,899
2021-07-08,"Headphones","Gadgets",9,537
2021-07-09,"Headphones","Gadgets",9,429
2021-07-10,"Headphones","Gadgets",1,923
2021-07-11,"Headphones","Gadgets",8,398
2021-07-12,"Headphones","Gadgets",1,709
2021-07-13,"Headphones","Gadgets",1,175
2021-07-14,"Headphones","Gadgets",7,990
2021-07-15,"Headphones","Gadgets",6,176
2021-07-16,"Headphones","Gadgets",6,318
2021-07-17,"Headphones","Gadgets",4,546
2021-07-18,"Headphones","Gadgets",3,863
2021-07-19,"Headphones","Gadgets",1,989
2021-07-20,"Headphones","Gadgets",8,980
2021-07-21,"Headphones","Gadgets",5,797
2021-07-22,"Headphones","Gadgets",5,769
2021-07-23,"Headphones","Gadgets",9,295
2021-07-24,"Headphones","Gadgets",9,623
2021-07-25,"Headphones","Gadgets",9,410
2021-07-26,"Headphones","Gadgets",10,667
2021-07-27,"Headphones","Gadgets",10,147
2021-07-28,"Headphones","Gadgets",8,260
2021-07-29,"Headphones","Gadgets",8,735
2021-07-30,"Headphones","Gadgets",7,757
2021-07-31,"Headphones","Gadgets",9,792
2021-08-01,"Headphones","Gadgets",2,837
2021-08-02,"Headphones","Gadgets",1,774
2021-08-03,"Headphones","Gadgets",5,322
2021-08-04,"Headphones","Gadgets",1,715
2021-08-05,"Headphones","Gadgets",6,338
2021-08-06,"Headphones","Gadgets",8,377
2021-08-07,"Headphones","Gadgets",2,123
2021-08-08,"Headphones","Gadgets",7,233
2021-08-09,"Headphones","Gadgets",10,614
2021-08-10,"Headphones","Gadgets",5,902
2021-08-11,"Headphones","Gadgets",8,915
2021-08-12,"Headphones","Gadgets",10,647
2021-08-13,"Headphones","Gadgets",8,479
2021-08-14,"Headphones","Gadgets",5,997
2021-08-15,"Headphones","Gadgets",9,219
2021-08-16,"Headphones","Gadgets",8,699
2021-08-17,"Headphones","Gadgets",8,78
2021-08-18,"Headphones","Gadgets",2,115
2021-08-19,"Headphones","Gadgets",5,413
2021-08-20,"Headphones","Gadgets",6,509
2021-08-21,"Headphones","Gadgets",3,265
2021-08-22,"Headphones","Gadgets",8,644
2021-08-23,"Headphones","Gadgets",1,503
2021-08-24,"Headphones","Gadgets",4,770
2021-08-25,"Headphones","Gadgets",7,602
2021-08-26,"Headphones","Gadgets",6,922
2021-08-27,"Headphones","Gadgets",8,237
2021-08-28,"Headphones","Gadgets",1,294
2021-08-29,"Headphones","Gadgets",1,998
2021-08-30,"Headphones","Gadgets",6,363
2021-08-31,"Headphones","Gadgets",3,901
2021-09-01,"Headphones","Gadgets",5,105
2021-09-02,"Headphones","Gadgets",5,656
2021-09-03,"Headphones","Gadgets",2,938
2021-09-04,"Headphones","Gadgets",4,865
2021-09-05,"Headphones","Gadgets",10,832
2021-09-06,"Headphones","Gadgets",5,360
2021-09-07,"Headphones","Gadgets",7,807
2021-09-08,"Headphones","Gadgets",4,648
2021-09-09,"Headphones","Gadgets",10,822
2021-09-10,"Headphones","Gadgets",5,325
2021-09-11,"Headphones","Gadgets",3,255
2021-09-12,"Headphones","Gadgets",5,927
2021-09-13,"Headphones","Gadgets",8,588
2021-09-14,"Headphones","Gadgets",3,829
2021-09-15,"Headphones","Gadgets",3,857
2021-09-16,"Headphones","Gadgets",5,847
2021-09-17,"Headphones","Gadgets",5,681
2021-09-18,"Headphones","Gadgets",10,50
2021-09-19,"Headphones","Gadgets",5,295
2021-09-20,"Headphones","Gadgets",5,513
2021-09-21,"Headphones","Gadgets",4,355
2021-09-22,"Headphones","Gadgets",3,883
2021-09-23,"Headphones","Gadgets",2,753
2021-09-24,"Headphones","Gadgets",4,702
2021-09-25,"Headphones","Gadgets",9,759
2021-09-26,"Headphones","Gadgets",9,546
2021-09-27,"Headphones","Gadgets",7,316
2021-09-28,"Headphones","Gadgets",10,279
2021-09-29,"Headphones","Gadgets",9,491
2021-09-30,"Headphones","Gadgets",9,629
2021-10-01,"Headphones","Gadgets",6,289
2021-10-02,"Headphones","Gadgets",6,83
2021-10-03,"Headphones","Gadgets",10,949
2021-10-04,"Headphones","Gadgets",9,535
2021-10-05,"Headphones","Gadgets",4,993
2021-10-06,"Headphones","Gadgets",3,272
2021-10-07,"Headphones","Gadgets",3,829
2021-10-08,"Headphones","Gadgets",2,796
2021-10-09,"Headphones","Gadgets",10,827
2021-10-10,"Headphones","Gadgets",6,61
2021-10-11,"Headphones","Gadgets",6,122
2021-10-12,"Headphones","Gadgets",4,81
2021-10-13,"Headphones","Gadgets",6,774
2021-10-14,"Headphones","Gadgets",4,826
2021-10-15,"Headphones","Gadgets",10,820
2021-10-16,"Headphones","Gadgets",3,485
2021-10-17,"Headphones","Gadgets",8,390
2021-10-18,"Headphones","Gadgets",3,901
2021-10-19,"Headphones","Gadgets",1,70
2021-10-20,"Headphones","Gadgets",3,759
2021-10-21,"Headphones","Gadgets",1,876
2021-10-22,"Headphones","Gadgets",4,198
2021-10-23,"Headphones","Gadgets",4,226
2021-10-24,"Headphones","Gadgets",2,587
2021-10-25,"Headphones","Gadgets",6,527
2021-10-26,"Headphones","Gadgets",10,588
2021-10-27,"Headphones","Gadgets",1,400
2021-10-28,"Headphones","Gadgets",4,541
2021-10-29,"Headphones","Gadgets",4,257
2021-10-30,"Headphones","Gadgets",8,486
2021-10-31,"Headphones","Gadgets",6,273
2021-11-01,"Headphones","Gadgets",5,642
2021-11-02,"Headphones","Gadgets",6,724
2021-11-03,"Headphones","Gadgets",2,443
2021-11-04,"Headphones","Gadgets",10,673
2021-11-05,"Headphones","Gadgets",2,382
2021-11-06,"Headphones","Gadgets",6,336
2021-11-07,"Headphones","Gadgets",8,464
2021-11-08,"Headphones","Gadgets",8,53
2021-11-09,"Headphones","Gadgets",9,393
2021-11-10,"Headphones","Gadgets",5,658
2021-11-11,"Headphones","Gadgets",1,128
2021-11-12,"Headphones","Gadgets",5,433
2021-11-13,"Headphones","Gadgets",4,592
2021-11-14,"Headphones","Gadgets",2,431
2021-11-15,"Headphones","Gadgets",5,652
2021-11-16,"Headphones","Gadgets",6,748
2021-11-17,"Headphones","Gadgets",4,407
2021-11-18,"Headphones","Gadgets",10,910
2021-11-19,"Headphones","Gadgets",8,595
2021-11-20,"Headphones","Gadgets",9,541
2021-11-21,"Headphones","Gadgets",3,636
2021-11-22,"Headphones","Gadgets",4,820
2021-11-23,"Headphones","Gadgets",4,793
2021-11-24,"Headphones","Gadgets",9,454
2021-11-25,"Headphones","Gadgets",2,108
2021-11-26,"Headphones","Gadgets",1,599
2021-11-27,"Headphones","Gadgets",4,364
2021-11-28,"Headphones","Gadgets",5,960
2021-11-29,"Headphones","Gadgets",10,746
2021-11-30,"Headphones","Gadgets",9,109
2021-12-01,"Headphones","Gadgets",2,881
2021-12-02,"Headphones","Gadgets",9,668
2021-12-03,"Headphones","Gadgets",10,925
2021-12-04,"Headphones","Gadgets",4,226
2021-12-05,"Headphones","Gadgets",5,517
2021-12-06,"Headphones","Gadgets",10,485
2021-12-07,"Headphones","Gadgets",2,952
2021-12-08,"Headphones","Gadgets",4,168
2021-12-09,"Headphones","Gadgets",2,854
2021-12-10,"Headphones","Gadgets",3,655
2021-12-11,"Headphones","Gadgets",2,637
2021-12-12,"Headphones","Gadgets",4,894
2021-12-13,"Headphones","Gadgets",4,916
2021-12-14,"Headphones","Gadgets",7,893
2021-12-15,"Headphones","Gadgets",5,523
2021-12-16,"Headphones","Gadgets",5,396
2021-12-17,"Headphones","Gadgets",5,152
2021-12-18,"Headphones","Gadgets",10,401
2021-12-19,"Headphones","Gadgets",4,923
2021-12-20,"Headphones","Gadgets",6,585
2021-12-21,"Headphones","Gadgets",3,287
2021-12-22,"Headphones","Gadgets",3,155
2021-12-23,"Headphones","Gadgets",9,667
2021-12-24,"Headphones","Gadgets",6,769
2021-12-25,"Headphones","Gadgets",10,416
2021-12-26,"Headphones","Gadgets",5,579
2021-12-27,"Headphones","Gadgets",4,941
2021-12-28,"Headphones","Gadgets",6,929
2021-12-29,"Headphones","Gadgets",10,110
2021-12-30,"Headphones","Gadgets",7,843
2021-12-31,"Headphones","Gadgets",5,212
2021-01-01,"Smartwatch","Gadgets",5,705
2021-01-02,"Smartwatch","Gadgets",8,994
2021-01-03,"Smartwatch","Gadgets",6,980
2021-01-04,"Smartwatch","Gadgets",10,182
2021-01-05,"Smartwatch","Gadgets",1,760
2021-01-06,"Smartwatch","Gadgets",9,412
2021-01-07,"Smartwatch","Gadgets",1,864
2021-01-08,"Smartwatch","Gadgets",7,731
2021-01-09,"Smartwatch","Gadgets",5,338
2021-01-10,"Smartwatch","Gadgets",5,265
2021-01-11,"Smartwatch","Gadgets",10,852
2021-01-12,"Smartwatch","Gadgets",2,82
2021-01-13,"Smartwatch","Gadgets",8,295
2021-01-14,"Smartwatch","Gadgets",2,51
2021-01-15,"Smartwatch","Gadgets",4,543
2021-01-16,"Smartwatch","Gadgets",5,494
2021-01-17,"Smartwatch","Gadgets",3,851
2021-01-18,"Smartwatch","Gadgets",10,272
2021-01-19,"Smartwatch","Gadgets",10,284
2021-01-20,"Smartwatch","Gadgets",7,681
2021-01-21,"Smartwatch","Gadgets",10,919
2021-01-22,"Smartwatch","Gadgets",8,610
2021-01-23,"Smartwatch","Gadgets",8,778
2021-01-24,"Smartwatch","Gadgets",10,214
2021-01-25,"Smartwatch","Gadgets",1,894
2021-01-26,"Smartwatch","Gadgets",9,199
2021-01-27,"Smartwatch","Gadgets",1,267
2021-01-28,"Smartwatch","Gadgets",4,359
2021-01-29,"Smartwatch","Gadgets",6,725
2021-01-30,"Smartwatch","Gadgets",2,641
2021-01-31,"Smartwatch","Gadgets",6,308
2021-02-01,"Smartwatch","Gadgets",7,251
2021-02-02,"Smartwatch","Gadgets",10,557
2021-02-03,"Smartwatch","Gadgets",2,776
2021-02-04,"Smartwatch","Gadgets",5,571
2021-02-05,"Smartwatch","Gadgets",1,70
2021-02-06,"Smartwatch","Gadgets",8,979
2021-02-07,"Smartwatch","Gadgets",8,165
2021-02-08,"Smartwatch","Gadgets",9,67
2021-02-09,"Smartwatch","Gadgets",6,749
2021-02-10,"Smartwatch","Gadgets",6,417
2021-02-11,"Smartwatch","Gadgets",7,620
2021-02-12,"Smartwatch","Gadgets",3,128
2021-02-13,"Smartwatch","Gadgets",9,185
2021-02-14,"Smartwatch","Gadgets",2,337
2021-02-15,"Smartwatch","Gadgets",8,213
2021-02-16,"Smartwatch","Gadgets",5,552
2021-02-17,"Smartwatch","Gadgets",2,341
2021-02-18,"Smartwatch","Gadgets",4,311
2021-02-19,"Smartwatch","Gadgets",7,67
2021-02-20,"Smartwatch","Gadgets",7,321
2021-02-21,"Smartwatch","Gadgets",5,338
2021-02-22,"Smartwatch","Gadgets",5,448
2021-02-23,"Smartwatch","Gadgets",1,366
2021-02-24,"Smartwatch","Gadgets",7,150
2021-02-25,"Smartwatch","Gadgets",6,345
2021-02-26,"Smartwatch","Gadgets",8,586
2021-02-27,"Smartwatch","Gadgets",8,375
2021-02-28,"Smartwatch","Gadgets",8,997
2021-03-01,"Smartwatch","Gadgets",6,407
2021-03-02,"Smartwatch","Gadgets",5,390
2021-03-03,"Smartwatch","Gadgets",10,626
2021-03-04,"Smartwatch","Gadgets",8,629
2021-03-05,"Smartwatch","Gadgets",5,766
2021-03-06,"Smartwatch","Gadgets",3,906
2021-03-07,"Smartwatch","Gadgets",4,393
2021-03-08,"Smartwatch","Gadgets",5,140
2021-03-09,"Smartwatch","Gadgets",9,567
2021-03-10,"Smartwatch","Gadgets",1,278
2021-03-11,"Smartwatch","Gadgets",7,279
2021-03-12,"Smartwatch","Gadgets",4,132
2021-03-13,"Smartwatch","Gadgets",4,991
2021-03-14,"Smartwatch","Gadgets",8,481
2021-03-15,"Smartwatch","Gadgets",10,105
2021-03-16,"Smartwatch","Gadgets",9,993
2021-03-17,"Smartwatch","Gadgets",5,792
2021-03-18,"Smartwatch","Gadgets",7,852
2021-03-19,"Smartwatch","Gadgets",9,58
2021-03-20,"Smartwatch","Gadgets",5,967
2021-03-21,"Smartwatch","Gadgets",6,293
2021-03-22,"Smartwatch","Gadgets",4,846
2021-03-23,"Smartwatch","Gadgets",3,561
2021-03-24,"Smartwatch","Gadgets",8,332
2021-03-25,"Smartwatch","Gadgets",3,531
2021-03-26,"Smartwatch","Gadgets",4,723
2021-03-27,"Smartwatch","Gadgets",7,433
2021-03-28,"Smartwatch","Gadgets",9,635
2021-03-29,"Smartwatch","Gadgets",2,596
2021-03-30,"Smartwatch","Gadgets",8,970
2021-03-31,"Smartwatch","Gadgets",1,354
2021-04-01,"Smartwatch","Gadgets",10,992
2021-04-02,"Smartwatch","Gadgets",10,752
2021-04-03,"Smartwatch","Gadgets",9,409
2021-04-04,"Smartwatch","Gadgets",8,246
